path_in_zip,kind,bytes,sha256,parsed
results/cogact_base_simplerenv_bridge/fixed_foveation_keep50/summary.json,summary.json,3393,a96fae415011ded91d525c727a9cee2a13eef22615c5b425d43846bb23f1f6d7,"status=completed,episodes=200"
results/cogact_base_simplerenv_bridge/guarded_reuse_aggressive/episodes.jsonl,episodes.jsonl,111011,61534650ff6f6d1da164998d01cd5dd92a080f9d7cb3b2ec537f68f7eed349cc,records=200
results/cogact_base_simplerenv_bridge/guarded_reuse_aggressive/summary.json,summary.json,3409,3a57121ebbb9942b3552343133c90bfc26711cdc32e3ab023dc12180ae52284e,"status=completed,episodes=200"
results/cogact_base_simplerenv_bridge/guarded_reuse_moderate/episodes.jsonl,episodes.jsonl,110595,200e232df136e063d43ace8eb89cac3a7d3e387ec118644efcf33bda0ddfa0ba,records=200
results/cogact_base_simplerenv_bridge/guarded_reuse_moderate/summary.json,summary.json,3400,d0abc66d122a86c6fc9267af93b157f698e2f08541cce180dc9cc022d1caea33,"status=completed,episodes=200"
results/cogact_base_simplerenv_bridge/guarded_reuse_strict/episodes.jsonl,episodes.jsonl,110221,2fe94acce5d66f077a7b75d9b2b96c8386267c5cb7d975ffa8d18a50c4aee906,records=200
results/cogact_base_simplerenv_bridge/guarded_reuse_strict/summary.json,summary.json,3395,2b73ca7c408bc5d01e422f125228052a91dc136cda43a3b95f4fe77f8a604186,"status=completed,episodes=200"
results/cogact_base_simplerenv_bridge/original/episodes.jsonl,episodes.jsonl,105384,2019c3268802b2cc3b5d1a28f214af72955a185d2329404070bec9face632342,records=200
results/cogact_base_simplerenv_bridge/original/summary.json,summary.json,3333,5c344ef067a196d1eb6e4db4bcf0e1b973f8ba4300552bc72bd6d06689c12d7f,"status=completed,episodes=200"
results/cogact_base_simplerenv_bridge/temporal_fusion_conservative_adaptive/episodes.jsonl,episodes.jsonl,112555,27611a080e60499f476304658afb9cacd1b2fc9c8f44cb3f3a205b9aba4b2c3f,records=200
results/cogact_base_simplerenv_bridge/temporal_fusion_conservative_adaptive/summary.json,summary.json,3438,ab53d548d6f8325e446d4efc079a17bbc6cfca62470d6725d37c5f396243c73e,"status=completed,episodes=200"
results/cogact_base_simplerenv_bridge/temporal_fusion_motion_entropy/episodes.jsonl,episodes.jsonl,111135,9d49137f95b4b3354b1db883dc2c66c269dcfe5495ac8f06ace5b70d0578101b,records=200
results/cogact_base_simplerenv_bridge/temporal_fusion_motion_entropy/summary.json,summary.json,3423,83eaaf95b54aa51619de63175671fc5ed52e0ebbf0fb41ca9644c946f877d219,"status=completed,episodes=200"
results/cogact_base_simplerenv_bridge/temporal_fusion_task_aware/episodes.jsonl,episodes.jsonl,110366,3b48e3b779901950d8a1d6c3e93d3932e4e262e338844a5e82a72678e8a64830,records=200
results/cogact_base_simplerenv_bridge/temporal_fusion_task_aware/summary.json,summary.json,3411,1f018f6fdb950394dfcaf10516c525831bc551c9352cd66955dfd18ec5ffa8b5,"status=completed,episodes=200"
results/cogact_base_simplerenv_fractal/action_repeat2/google_robot_close_drawer/episodes.jsonl,episodes.jsonl,27146,e931e89ff4300e42153db7e5c643be8f4cdf2391486d28334347a32c74204b44,records=50
results/cogact_base_simplerenv_fractal/action_repeat2/google_robot_close_drawer/summary.json,summary.json,2568,e27010916ee257ed0a0607156c10d6a30b85b96c39ceb76b187e490ab74369f5,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/action_repeat2/google_robot_move_near/episodes.jsonl,episodes.jsonl,27015,a1d9d4cefd5ba7653ff616c5fa577b18da91b98c973b13bfd8b97beacbdee7ab,records=50
results/cogact_base_simplerenv_fractal/action_repeat2/google_robot_move_near/summary.json,summary.json,2557,d4dcabf30f0a5c5270c8fcaac62ddd32354fae82d50476fb5d5c9228a849ccb9,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/action_repeat2/google_robot_open_drawer/episodes.jsonl,episodes.jsonl,27062,223f3108655aabff8e046d8ba6571aa423a7c16ce53bbb7162c4d5aecb563296,records=50
results/cogact_base_simplerenv_fractal/action_repeat2/google_robot_open_drawer/summary.json,summary.json,2563,ca570d285311f3d59612975b2f9cd44e415e7ab47bb6cbc213364c61e179b43a,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/action_repeat2/google_robot_pick_coke_can/episodes.jsonl,episodes.jsonl,27245,0e19a8b82846e069399c69654be893562b57f788c76763e0e65e0ae75d36456d,records=50
results/cogact_base_simplerenv_fractal/action_repeat2/google_robot_pick_coke_can/summary.json,summary.json,2576,03e3d664dc7d1e316eb976224470d605b514e66b47e92c7f6590c617e155f757,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/action_repeat2/google_robot_place_apple_in_closed_top_drawer/episodes.jsonl,episodes.jsonl,28199,28eabcd7838491600e0c1a0ec618babf3aeeef50fde78a1ee3ee58d9e59c8e7a,records=50
results/cogact_base_simplerenv_fractal/action_repeat2/google_robot_place_apple_in_closed_top_drawer/summary.json,summary.json,2643,5afcffa70c13259258a8ed839eea805fe0146d0b596e7e3ddd4077d93bcc7470,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/action_repeat4/google_robot_close_drawer/episodes.jsonl,episodes.jsonl,27163,6b4fda17b26bf538edb31e67210c386733e8b1f6d574b0c283148562c15fef43,records=50
results/cogact_base_simplerenv_fractal/action_repeat4/google_robot_close_drawer/summary.json,summary.json,2568,d0c4193069e72d202387cd3936b92c9239c8165ca6131de9f1edb02fdbb1475a,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/action_repeat4/google_robot_move_near/episodes.jsonl,episodes.jsonl,26982,febd01c90339d5ec675200747d14caeaaee0ed09ead1b50cc197132de5032eb9,records=50
results/cogact_base_simplerenv_fractal/action_repeat4/google_robot_move_near/summary.json,summary.json,2555,b50901a8fc014e286a377b36240347398ddb8fee8abbe0e8ffd2f32e3c5d791b,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/action_repeat4/google_robot_open_drawer/episodes.jsonl,episodes.jsonl,27128,fa7803ab679ed7ef15cf303be8af79a598c0ab16e95256466befd32686df00fc,records=50
results/cogact_base_simplerenv_fractal/action_repeat4/google_robot_open_drawer/summary.json,summary.json,2563,bf2e4ce9ac0f2b2e007f6a402a2b1a0845561429a40c2682d1e2fcb4bd80b81d,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/action_repeat4/google_robot_pick_coke_can/episodes.jsonl,episodes.jsonl,27224,3935cc806dd8b9ee928b0febf747032db8aa76e64bcfab162506b9fa3589f9a9,records=50
results/cogact_base_simplerenv_fractal/action_repeat4/google_robot_pick_coke_can/summary.json,summary.json,2572,29adde72372a12e0d7ac8e2f4080b9bfb8336dc6559099baf53ecd9a0448840d,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/action_repeat4/google_robot_place_apple_in_closed_top_drawer/episodes.jsonl,episodes.jsonl,28234,d18f026bebd80ff4f692b8e021ec657bd3cf5cda21f21f254024477fa6458337,records=50
results/cogact_base_simplerenv_fractal/action_repeat4/google_robot_place_apple_in_closed_top_drawer/summary.json,summary.json,2639,1d5bf6d20e9ab80e4a67ecf03fcbd7d1c62d883e7141328f4d484d8be8522641,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/depth_pruning1/google_robot_close_drawer/episodes.jsonl,episodes.jsonl,27155,dc1436c35d9b5a5f2782a5b99f2181c80f945e82c6f55881289937f0238fc120,records=50
results/cogact_base_simplerenv_fractal/depth_pruning1/google_robot_close_drawer/summary.json,summary.json,3467,22a18cb77c77bbd651332acbbf052773ee9acf3efee1e1edccc95dfd3e038a07,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/depth_pruning1/google_robot_move_near/episodes.jsonl,episodes.jsonl,27025,e6b9c095d5505d954fffb35ef7f59a384a2690ed45e84e37b344838c1fa6f9df,records=50
results/cogact_base_simplerenv_fractal/depth_pruning1/google_robot_move_near/summary.json,summary.json,3455,41936989f8f3cf434b5bddbaea18a88342fdd247fa4c9496d627fc39d3ebffe7,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/depth_pruning1/google_robot_open_drawer/episodes.jsonl,episodes.jsonl,27122,a342e09ff30d3ddb14e29cfa9ea0f7137ee366b7bf068a632a9d4712ad70404a,records=50
results/cogact_base_simplerenv_fractal/depth_pruning1/google_robot_open_drawer/summary.json,summary.json,3464,3ed229ca0ef680c07ab068be6300ebebb86689ca4501e82b190c4625383664a0,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/depth_pruning1/google_robot_pick_coke_can/episodes.jsonl,episodes.jsonl,27224,a25c19504a891b5ac9a579bdfc70af4daeb07f55d9502bc0fc16ae19c137cdfa,records=50
results/cogact_base_simplerenv_fractal/depth_pruning1/google_robot_pick_coke_can/summary.json,summary.json,3471,2c7f2a25318ae255a7daaab80c19337f59e973298a1eb57e055944c2ba91201f,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/depth_pruning1/google_robot_place_apple_in_closed_top_drawer/episodes.jsonl,episodes.jsonl,28216,a8245c03457dd270b880e15ff73f078731acadf131a8058cb0dcc08f920d4b6d,records=50
results/cogact_base_simplerenv_fractal/depth_pruning1/google_robot_place_apple_in_closed_top_drawer/summary.json,summary.json,3540,2a6efc29776167c52ca7119c2c404367a873294023f7f81e4a92b9968a2fe9fe,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/depth_pruning2/google_robot_close_drawer/episodes.jsonl,episodes.jsonl,27181,aa9ddd106de52f0a41b79ae364587e9e8cc2adac8ea54b632f0fdbd12f0df453,records=50
results/cogact_base_simplerenv_fractal/depth_pruning2/google_robot_close_drawer/summary.json,summary.json,3473,ea17174b77391984d36337fa7d7a137d73f77554df39956b9c969e276b0fbabc,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/depth_pruning2/google_robot_move_near/episodes.jsonl,episodes.jsonl,26986,da97176c76cb4efb813540ff2ffd47ba3c405e1e2fc1e5c5e25d4080193b7f18,records=50
results/cogact_base_simplerenv_fractal/depth_pruning2/google_robot_move_near/summary.json,summary.json,3465,1e175c5c3d6f73059e77589124b5751c1d96ee97e4c2dba8dbd7bfecddfc54b3,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/depth_pruning2/google_robot_open_drawer/episodes.jsonl,episodes.jsonl,27079,8202b52474c40f4a54a4bded10473f8abc5fda4efa0089d066cea6fd0086cec0,records=50
results/cogact_base_simplerenv_fractal/depth_pruning2/google_robot_open_drawer/summary.json,summary.json,3468,05a3b81bff503ae256c7a623888fe0f0ec44677d4ec9aae268c5f93299557f05,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/depth_pruning2/google_robot_pick_coke_can/episodes.jsonl,episodes.jsonl,27213,beb2c1c99f622ceb23d46f766bd346c074ac4c0a4edc1eba89a3c5c853db8743,records=50
results/cogact_base_simplerenv_fractal/depth_pruning2/google_robot_pick_coke_can/summary.json,summary.json,3477,a96104861093c626b53412ec49683271b128b38039dd5245b5debfb6582e0982,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/depth_pruning2/google_robot_place_apple_in_closed_top_drawer/episodes.jsonl,episodes.jsonl,28166,631567bb08a2321acc9d7342eb28f52fde05bdec3a8abfb8a9c506b3bb96c585,records=50
results/cogact_base_simplerenv_fractal/depth_pruning2/google_robot_place_apple_in_closed_top_drawer/summary.json,summary.json,3548,ff25a8cedd7529a0f6dc530a13bcaca6bb1e5f0a228f4dbeb303bf2bd47d4736,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/depth_pruning4/google_robot_close_drawer/episodes.jsonl,episodes.jsonl,27116,125541e457f4e8524f0b5671f3dbe239127dfc94209385b0c612c87dff325e0e,records=50
results/cogact_base_simplerenv_fractal/depth_pruning4/google_robot_close_drawer/summary.json,summary.json,3492,f103db7b1b98ed7d6188594cd32bd9f759899f41de1ef0447097fd2421326a93,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/depth_pruning4/google_robot_move_near/episodes.jsonl,episodes.jsonl,26947,dbb77f3109931572713708d9712a993303dc74391dccd365d934c7c0569ad61f,records=50
results/cogact_base_simplerenv_fractal/depth_pruning4/google_robot_move_near/summary.json,summary.json,3484,d28a0b3992d97f79c31d6cf329ae15515c4791cfadd57e65f4ac233b19554b89,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/depth_pruning4/google_robot_open_drawer/episodes.jsonl,episodes.jsonl,27053,17e917a1cfb3f27e0a3495a2af041d0f2e82205f9bfab612ea105e2087a73a30,records=50
results/cogact_base_simplerenv_fractal/depth_pruning4/google_robot_open_drawer/summary.json,summary.json,3492,9ba9722e0b4d5c7a3be4642b5923b03154e559e465ae726eb71caa5ffb8bd55b,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/depth_pruning4/google_robot_pick_coke_can/episodes.jsonl,episodes.jsonl,27151,bdf2859bfd31acb109920751a27895f91cb40c83bc843ce0b90784fdbf61dc74,records=50
results/cogact_base_simplerenv_fractal/depth_pruning4/google_robot_pick_coke_can/summary.json,summary.json,3499,300bad782453c3991eb126a7c50c896ffaa70ad0d072a09dc5838f4e2db06f46,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/depth_pruning4/google_robot_place_apple_in_closed_top_drawer/episodes.jsonl,episodes.jsonl,28159,784689fe163cbe8b8dd041894a110078d9ab7a086ef09f961898fadd8c0f8860,records=50
results/cogact_base_simplerenv_fractal/depth_pruning4/google_robot_place_apple_in_closed_top_drawer/summary.json,summary.json,3567,bbf970db694963498f723d81f13e009f88c251beb6cdc45d439972c207c30f0e,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/fixed_foveation_keep20/google_robot_close_drawer/episodes.jsonl,episodes.jsonl,27655,a47f852bfcf57727cd2a1bc636553c6c37c249ef6400440a5d170c036c37840d,records=50
results/cogact_base_simplerenv_fractal/fixed_foveation_keep20/google_robot_close_drawer/summary.json,summary.json,2593,5710733efcb255aca6c37102b7bcf6c561b50d42010026682c99a649cd3c925d,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/fixed_foveation_keep20/google_robot_move_near/episodes.jsonl,episodes.jsonl,27447,d1f676097e99cdd56ba3c2b76190aa08280c05aee32768432a9e305a1bacb2e3,records=50
results/cogact_base_simplerenv_fractal/fixed_foveation_keep20/google_robot_move_near/summary.json,summary.json,2578,4d1ea84bba5bd46268445201bf604424cbb2f345dd6bd1275103a82398bd4728,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/fixed_foveation_keep20/google_robot_open_drawer/episodes.jsonl,episodes.jsonl,27568,26e5b7c9d8aa45ee1b3e09c655dc3c24cbbdbc990025ea06d616fa732d970158,records=50
results/cogact_base_simplerenv_fractal/fixed_foveation_keep20/google_robot_open_drawer/summary.json,summary.json,2589,69e91ab34e0b0c4d01d4aa17c04255c431b2a51877026a30311aaebcd7028e9c,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/fixed_foveation_keep20/google_robot_pick_coke_can/episodes.jsonl,episodes.jsonl,27741,39347cc27029a6e4a2e99ac8e222acd0eea0ef684ae11426531f7556a28c2a71,records=50
results/cogact_base_simplerenv_fractal/fixed_foveation_keep20/google_robot_pick_coke_can/summary.json,summary.json,2596,1731668b6f651e13edf29fe6c68fb6973beac99a05c374310c4a9fbc69da720c,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/fixed_foveation_keep20/google_robot_place_apple_in_closed_top_drawer/episodes.jsonl,episodes.jsonl,28703,b84141ff3dbfd150c8c0d4a91b98c0e1b4758b5c30d90e5f349ec2c5732a917f,records=50
results/cogact_base_simplerenv_fractal/fixed_foveation_keep20/google_robot_place_apple_in_closed_top_drawer/summary.json,summary.json,2671,5c452736164929eecb0aeb7106f4c6626929b74f4f681e5d01478ef350a97196,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/fixed_foveation_keep50/google_robot_close_drawer/episodes.jsonl,episodes.jsonl,27685,06664735432772706bfd47fc46f22155754c3a30ac6211a6cb37f8a532b01591,records=50
results/cogact_base_simplerenv_fractal/fixed_foveation_keep50/google_robot_close_drawer/summary.json,summary.json,2597,8c8b81ac245f693576a4bf18d4ce3060964835e9fb4d2540da7ea07a2a18edd2,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/fixed_foveation_keep50/google_robot_move_near/episodes.jsonl,episodes.jsonl,27537,8f59947e58527b9453b471cf9a03f640575e130f419fd223474387e98480ea7c,records=50
results/cogact_base_simplerenv_fractal/fixed_foveation_keep50/google_robot_move_near/summary.json,summary.json,2587,13c33e30b1b4d08f47dd6051907cf49faa9e7126be376e1483d70340eee1c597,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/fixed_foveation_keep50/google_robot_open_drawer/episodes.jsonl,episodes.jsonl,27615,b48c4e4dbdf1f4978ed799481d16ef01e79b03a721ddc9d7fe732cff747a2327,records=50
results/cogact_base_simplerenv_fractal/fixed_foveation_keep50/google_robot_open_drawer/summary.json,summary.json,2593,991adb7d224291d53d150ad8b92d763b1141a0478e158e29f1d0271c05f96a9b,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/fixed_foveation_keep50/google_robot_pick_coke_can/episodes.jsonl,episodes.jsonl,27772,2192c28e1de3beb26df5559184b4f34ad646d0bb28c81a6d4162d949f889911f,records=50
results/cogact_base_simplerenv_fractal/fixed_foveation_keep50/google_robot_pick_coke_can/summary.json,summary.json,2600,d5959e32259557eb5afa6b028f9f43c7d8239687ab7a5453d47203109c3f0c9f,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/fixed_foveation_keep50/google_robot_place_apple_in_closed_top_drawer/episodes.jsonl,episodes.jsonl,28743,17b238fa0cebb8c58025fd431e5ecee7c4e9320b81606284592580ea4103bc3f,records=50
results/cogact_base_simplerenv_fractal/fixed_foveation_keep50/google_robot_place_apple_in_closed_top_drawer/summary.json,summary.json,2670,fe90b7ff91361dd749f38cde63e132b1fac947a995870492a8ff1648e2137d3d,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/guarded_reuse_aggressive/google_robot_close_drawer/episodes.jsonl,episodes.jsonl,28091,7556c0df7f8653f80320e36b09c7a4c528563743529eaf8819f1e19efdade34f,records=50
results/cogact_base_simplerenv_fractal/guarded_reuse_aggressive/google_robot_close_drawer/summary.json,summary.json,2615,e03ecd4b9e4a2ee4de991d4c8f436e36370edc10dd98759af78921c2cdeace26,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/guarded_reuse_aggressive/google_robot_move_near/episodes.jsonl,episodes.jsonl,27886,7c81ef8d3bf595eb8c0aa8c1b5fc89df4d7dca254eba0772911be54c5983d9b5,records=50
results/cogact_base_simplerenv_fractal/guarded_reuse_aggressive/google_robot_move_near/summary.json,summary.json,2601,c5812fe031ae10be9525b2b2ca0871ae446a1551d4ddf9a7fdcad8c9508a59ec,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/guarded_reuse_aggressive/google_robot_open_drawer/episodes.jsonl,episodes.jsonl,27994,59081f99ea133f03bc79ab46ef2079d70176dcac3ece19ae7bd6346a1372068f,records=50
results/cogact_base_simplerenv_fractal/guarded_reuse_aggressive/google_robot_open_drawer/summary.json,summary.json,2606,d9db4649d46c130619c5094dc044bd54c0f803e7faeb5ecdac9ac2593e5820df,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/guarded_reuse_aggressive/google_robot_pick_coke_can/episodes.jsonl,episodes.jsonl,28108,61ff17e6302e24bd66aeb607ab36c827210cbcd097f887d6d41c6458fc616365,records=50
results/cogact_base_simplerenv_fractal/guarded_reuse_aggressive/google_robot_pick_coke_can/summary.json,summary.json,2617,d332b2d626715f1354b004e9e694bbd28e71e6dfaff55d07ff3e3207f39dd9e1,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/guarded_reuse_aggressive/google_robot_place_apple_in_closed_top_drawer/episodes.jsonl,episodes.jsonl,29138,a5056b443359e6ae1967cdf563ce2d505fc609eba117db8f45ed3b714fa5c121,records=50
results/cogact_base_simplerenv_fractal/guarded_reuse_aggressive/google_robot_place_apple_in_closed_top_drawer/summary.json,summary.json,2689,dad10d3e51e0d4b57a5a5c000f2d9704dee5928e34d99ee8f885a0cc7874e8b9,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/guarded_reuse_moderate/google_robot_close_drawer/episodes.jsonl,episodes.jsonl,27900,44c855c5f6bcaa906f7542d2342822a726e18ad988eb9ecc2bedf1bd014b103d,records=50
results/cogact_base_simplerenv_fractal/guarded_reuse_moderate/google_robot_close_drawer/summary.json,summary.json,2609,b2892cf82d00401635ede0952b17f1f749e4633c184c7b065375a83bba6e6e27,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/guarded_reuse_moderate/google_robot_move_near/episodes.jsonl,episodes.jsonl,27701,cd8cc4cccb15cfb8ba08ccfac5db6f9b16c2d863e20324461ba06d012e3bbdab,records=50
results/cogact_base_simplerenv_fractal/guarded_reuse_moderate/google_robot_move_near/summary.json,summary.json,2592,3bf8c5039330699508738f787c861dd26cfc3eb44a2cb3836b7226c4e99ca4d8,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/guarded_reuse_moderate/google_robot_open_drawer/episodes.jsonl,episodes.jsonl,27814,8761c523732e645a1aca2ef9ddbcab178476b80a8c4eccf628efd9520d8eedfd,records=50
results/cogact_base_simplerenv_fractal/guarded_reuse_moderate/google_robot_open_drawer/summary.json,summary.json,2603,d6c47abe7454412db602eb2fb4f3a37309ea8ad0f40c704bcade61ffbeb08dc3,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/guarded_reuse_moderate/google_robot_pick_coke_can/episodes.jsonl,episodes.jsonl,27922,7ac59d4b10e5a1ce8390b3a2ad42f47e7c39bc2e1b40a63e18e538d8970c140c,records=50
results/cogact_base_simplerenv_fractal/guarded_reuse_moderate/google_robot_pick_coke_can/summary.json,summary.json,2612,18697c51f959e1b64738af7a67db4f5fd0b4f16b368d3b5aa46a098cdb9edfb0,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/guarded_reuse_moderate/google_robot_place_apple_in_closed_top_drawer/episodes.jsonl,episodes.jsonl,29004,c6722ebfda9cef69218744be74df48b0284b3a2b67cef2890630f355e16fa9cd,records=50
results/cogact_base_simplerenv_fractal/guarded_reuse_moderate/google_robot_place_apple_in_closed_top_drawer/summary.json,summary.json,2680,4b45a2764dd4895a92ab46a1928c4a87cd08ec62b49e7273d92c952490977c2f,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/guarded_reuse_strict/google_robot_close_drawer/episodes.jsonl,episodes.jsonl,27759,40213a4e0d22431c28a1a34407b614f33292be99fbe5afb1e897c93b327b16d3,records=50
results/cogact_base_simplerenv_fractal/guarded_reuse_strict/google_robot_close_drawer/summary.json,summary.json,2599,210ecf5575bd6818a1e2ea3849e157b4d0138d1e1a72c833c0eea04f904cf9e5,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/guarded_reuse_strict/google_robot_move_near/episodes.jsonl,episodes.jsonl,27717,468b999dd1f31424bc5ebb53e91fef8d0b80715eac233c50f4b740c184f46a66,records=50
results/cogact_base_simplerenv_fractal/guarded_reuse_strict/google_robot_move_near/summary.json,summary.json,2589,32753d733e4ed1413e14dfccd434243b38ad02d8ba13df8ea18446d78ed6d0a4,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/guarded_reuse_strict/google_robot_open_drawer/episodes.jsonl,episodes.jsonl,27714,5c2de74f43651515b068744cccfadefc4031b7408ebf87c823a82c59c169ed0d,records=50
results/cogact_base_simplerenv_fractal/guarded_reuse_strict/google_robot_open_drawer/summary.json,summary.json,2591,dfb0986183d3131168883f81b8933a3e3f277db24b21bcdba8c0208f257d1cd6,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/guarded_reuse_strict/google_robot_pick_coke_can/episodes.jsonl,episodes.jsonl,27808,1426d357176f2ac04110aab4d0ed9f41b5534df78e35461b82318ee5afe1fae4,records=50
results/cogact_base_simplerenv_fractal/guarded_reuse_strict/google_robot_pick_coke_can/summary.json,summary.json,2605,73399a09e3e51a0062dcefb93d2e026c37477948840dac6cda69f12ad64af1e1,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/guarded_reuse_strict/google_robot_place_apple_in_closed_top_drawer/episodes.jsonl,episodes.jsonl,28855,242095b22ef2079e2739a106735b388222614b936f173060006fe47f3b970994,records=50
results/cogact_base_simplerenv_fractal/guarded_reuse_strict/google_robot_place_apple_in_closed_top_drawer/summary.json,summary.json,2672,afe381c7bf9f8ed6e798e2a4eddba076512bcdedd40442e84036824c4236b706,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/original/google_robot_close_drawer/episodes.jsonl,episodes.jsonl,26618,4405a027ff815a34d8e9c64486a700fcd3d62625028e482423152165fea90fab,records=50
results/cogact_base_simplerenv_fractal/original/google_robot_close_drawer/summary.json,summary.json,2542,18957d50ecc98916517f4ecc907ae2009f5bec9c5e0a43dc02074cec89490f61,"status=completed,episodes=50"
results/cogact_base_simplerenv_fractal/original/google_robot_move_near/episodes.jsonl,episodes.jsonl,26417,7d41709acd8a84e194eda8d15ade7e963b55096d6c12478e93cbabba9e225378,records=50
